Rk,Season,Tm,TMSeason,G,W,L,W/L%,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
11,2007-08,NYK,2007-08NYK,82,23,59,0.317,19880,2967,6757,2477,5303,490,1454,1524,2095,1029,2457,3486,1530,521,213,1187,1761,7948
10,2008-09,NYK,2008-09NYK,82,32,50,0.415,19805,3157,7091,2334,4807,823,2284,1490,1900,911,2545,3456,1738,610,204,1174,1672,8627
9,2009-10,NYK,2009-10NYK,82,29,53,0.378,19880,3127,6876,2384,4731,743,2145,1376,1759,836,2477,3313,1772,586,305,1148,1638,8373
8,2010-11,NYK,2010-11NYK,82,42,40,0.537,19780,3140,6867,2375,4786,765,2081,1689,2087,847,2470,3317,1757,625,475,1123,1743,8734
7,2011-12,NYK,2011-12NYK,66,36,30,0.463,15940,2365,5335,1848,3797,517,1538,1211,1634,743,2012,2755,1328,622,276,1056,1391,6458
6,2012-13,NYK,2012-13NYK,82,54,28,0.671,19730,2996,6689,2105,4318,891,2371,1313,1729,890,2436,3326,1579,672,294,988,1650,8196
5,2013-14,NYK,2013-14NYK,82,37,45,0.488,19855,3027,6739,2268,4701,759,2038,1271,1670,870,2437,3307,1641,631,367,1063,1815,8084
4,2014-15,NYK,2014-15NYK,82,17,65,0.244,19855,2882,6726,2322,5112,560,1614,1211,1575,867,2443,3310,1746,575,382,1206,1768,7535
3,2015-16,NYK,2015-16NYK,82,32,50,0.415,19805,3022,6886,2412,5124,610,1762,1411,1753,850,2788,3638,1682,467,466,1099,1616,8065
2,2016-17,NYK,2016-17NYK,82,31,51,0.415,19855,3244,7256,2540,5234,704,2022,1364,1731,983,2723,3706,1786,581,455,1139,1668,8556
1,2017-18,NYK,2017-18NYK,6,3,3,0.159,1440,232,514,181,361,51,153,102,137,75,203,278,132,46,30,103,133,617
10,2008-09,OKC,2008-09OKC,82,23,59,0.305,19805,2999,6716,2671,5767,328,949,1626,2069,999,2497,3496,1663,608,371,1330,1655,7952
9,2009-10,OKC,2009-10OKC,82,50,32,0.622,19805,3063,6629,2645,5400,418,1229,1778,2210,960,2607,3567,1639,654,481,1227,1743,8322
8,2010-11,OKC,2010-11OKC,82,55,27,0.683,20005,3066,6609,2579,5206,487,1403,1977,2401,903,2604,3507,1672,654,487,1156,1836,8596
7,2011-12,OKC,2011-12OKC,66,47,19,0.585,15990,2462,5229,1990,3912,472,1317,1406,1744,726,2157,2883,1224,498,539,1079,1352,6802
6,2012-13,OKC,2012-13OKC,82,60,22,0.74,19830,3126,6504,2528,4916,598,1588,1819,2196,854,2725,3579,1753,679,624,1253,1654,8669
5,2013-14,OKC,2013-14OKC,82,59,23,0.732,19805,3194,6782,2530,4943,664,1839,1653,2052,887,2781,3668,1794,678,501,1256,1858,8705
4,2014-15,OKC,2014-15OKC,82,45,37,0.573,19830,3184,7119,2552,5255,632,1864,1524,2020,1052,2844,3896,1681,598,454,1205,1829,8524
3,2015-16,OKC,2015-16OKC,82,55,27,0.683,19830,3372,7082,2694,5137,678,1945,1616,2067,1071,2916,3987,1883,603,487,1305,1691,9038
2,2016-17,OKC,2016-17OKC,82,47,35,0.598,19805,3237,7169,2545,5053,692,2116,1575,2113,1002,2821,3823,1721,648,408,1230,1715,8741
1,2017-18,OKC,2017-18OKC,6,3,3,0.159,1440,242,527,178,336,64,191,88,122,68,183,251,140,69,42,94,133,636
29,1989-90,ORL,1989-90ORL,82,18,64,0.256,19805,3457,7525,3341,7132,116,393,2060,2725,1304,2465,3769,1993,617,294,1407,1975,909
28,1990-91,ORL,1990-91ORL,82,31,51,0.402,19780,3298,7256,3028,6502,270,754,1818,2447,1233,2429,3662,1809,602,306,1391,1976,8684
27,1991-92,ORL,1991-92ORL,82,21,61,0.28,19705,3220,7102,3023,6494,197,608,1693,2268,1171,2329,3500,1792,643,367,1389,1977,8330
26,1992-93,ORL,1992-93ORL,82,41,41,0.512,19880,3257,6708,2940,5819,317,889,1821,2495,1040,2566,3606,1952,542,467,1429,1925,8652
25,1993-94,ORL,1993-94ORL,82,50,32,0.621,19730,3341,6883,2947,5746,394,1137,1590,2346,1177,2356,3533,2070,683,456,1327,1713,8666
24,1994-95,ORL,1994-95ORL,82,57,25,0.697,19930,3460,6899,2937,5487,523,1412,1648,2465,1149,2457,3606,2281,672,488,1297,1726,9091
23,1995-96,ORL,1995-96ORL,82,60,22,0.74,19855,3203,6640,2581,4995,622,1645,1543,2232,966,2401,3367,2080,663,406,1160,1709,8571
22,1996-97,ORL,1996-97ORL,82,45,37,0.573,19855,2839,6497,2272,4835,567,1662,1474,1975,1071,2221,3292,1689,694,363,1250,1643,7719
21,1997-98,ORL,1997-98ORL,82,41,41,0.512,19830,2771,6455,2478,5548,293,907,1552,2138,1178,2203,3381,1694,649,441,1258,1617,7387
20,1998-99,ORL,1998-99ORL,50,33,17,0.415,12050,1687,3943,1464,3268,223,675,876,1252,688,1445,2133,1067,496,213,819,935,4473
19,1999-00,ORL,1999-00ORL,82,41,41,0.512,19755,3169,7014,2875,6144,294,870,1574,2142,1145,2540,3685,1709,743,467,1443,1967,8206
18,2000-01,ORL,2000-01ORL,82,43,39,0.537,19955,3013,6873,2523,5527,490,1346,1476,2068,1069,2450,3519,1803,674,481,1245,2071,7992
17,2001-02,ORL,2001-02ORL,82,44,38,0.549,19830,3087,6893,2467,5233,620,1660,1446,1917,942,2440,3382,1804,665,384,1119,1700,8240
16,2002-03,ORL,2002-03ORL,82,42,40,0.537,19805,2947,6763,2379,5173,568,1590,1616,2079,958,2392,3350,1676,696,300,1177,1888,8078
15,2003-04,ORL,2003-04ORL,82,21,61,0.293,19830,2904,6768,2475,5520,429,1248,1474,2000,1003,2350,3353,1584,547,308,1123,1744,7711
14,2004-05,ORL,2004-05ORL,82,36,46,0.463,19705,3034,6679,2714,5763,320,916,1772,2335,1038,2544,3582,1583,633,441,1322,1937,8160
13,2005-06,ORL,2005-06ORL,82,36,46,0.463,19905,2911,6167,2612,5371,299,796,1663,2277,892,2402,3294,1495,532,362,1240,1908,7784
12,2006-07,ORL,2006-07ORL,82,40,42,0.5,19780,2875,6090,2533,5128,342,962,1679,2393,920,2418,3338,1525,565,416,1392,1904,7771
11,2007-08,ORL,2007-08ORL,82,52,30,0.646,19780,3058,6446,2257,4372,801,2074,1650,2288,768,2677,3445,1706,520,333,1173,1688,8567
10,2008-09,ORL,2008-09ORL,82,59,23,0.732,19730,2929,6416,2112,4269,817,2147,1611,2253,819,2728,3547,1593,570,439,1142,1664,8286
9,2009-10,ORL,2009-10ORL,82,59,23,0.732,19730,3005,6394,2164,4153,841,2241,1575,2176,810,2736,3546,1615,512,456,1155,1629,8426
8,2010-11,ORL,2010-11ORL,82,52,30,0.646,19830,2956,6411,2186,4308,770,2103,1453,2101,864,2679,3543,1636,548,384,1224,1640,8135
7,2011-12,ORL,2011-12ORL,66,37,29,0.476,15965,2275,5162,1605,3377,670,1785,995,1508,742,2060,2802,1321,451,275,984,1168,6215
6,2012-13,ORL,2012-13ORL,82,20,62,0.28,19780,3093,6904,2587,5367,506,1537,1026,1359,890,2612,3502,1871,528,358,1191,1591,7718
5,2013-14,ORL,2013-14ORL,82,23,59,0.317,19955,3022,6784,2459,5188,563,1596,1307,1714,794,2654,3448,1726,630,350,1222,1678,7914
4,2014-15,ORL,2014-15ORL,82,25,57,0.341,19755,3076,6792,2522,5194,554,1598,1141,1565,822,2607,3429,1692,647,314,1221,1714,7847
3,2015-16,ORL,2015-16ORL,82,35,47,0.451,19905,3242,7120,2606,5302,636,1818,1249,1649,843,2709,3552,1933,673,417,1155,1701,8369
2,2016-17,ORL,2016-17ORL,82,29,53,0.378,19805,3139,7133,2438,4994,701,2139,1309,1753,807,2734,3541,1820,580,396,1091,1584,8288
1,2017-18,ORL,2017-18ORL,7,5,2,0.183,1680,301,618,212,416,89,202,127,162,59,254,313,177,61,37,107,159,818
39,1979-80,PHI,1979-80PHI,82,59,23,0.72,19855,3523,7156,3496,7031,27,125,1876,2431,1187,2635,3822,2226,792,652,1708,1860,8949
38,1980-81,PHI,1980-81PHI,82,62,20,0.756,19855,3636,7073,3617,6989,19,84,1865,2427,1091,2618,3709,2369,857,591,1702,2061,9156
37,1981-82,PHI,1981-82PHI,82,58,24,0.707,19855,3616,6974,3575,6835,41,139,1846,2471,1031,2389,3420,2264,856,622,1474,2183,9119
36,1982-83,PHI,1982-83PHI,82,65,17,0.793,19830,3600,7212,3575,7103,25,109,1966,2650,1334,2596,3930,2016,812,577,1627,2041,9191
35,1983-84,PHI,1983-84PHI,82,52,30,0.636,19955,3384,6833,3355,6726,29,107,2041,2706,1181,2382,3563,2032,807,653,1628,2040,8838
34,1984-85,PHI,1984-85PHI,82,58,24,0.707,19805,3443,6992,3384,6768,59,224,2316,2883,1301,2364,3665,1999,817,534,1575,1971,9261
33,1985-86,PHI,1985-86PHI,82,54,28,0.659,19905,3435,7058,3384,6834,51,224,2130,2810,1326,2378,3704,2017,862,490,1595,1798,9051
32,1986-87,PHI,1986-87PHI,82,45,37,0.561,19880,3335,6792,3247,6452,88,340,1971,2617,1178,2327,3505,1943,768,540,1519,1774,8729
31,1987-88,PHI,1987-88PHI,82,36,46,0.451,19905,3214,6785,3062,6314,152,471,2087,2731,1219,2307,3526,1897,672,465,1433,1866,8667
30,1988-89,PHI,1988-89PHI,82,46,36,0.573,19780,3500,7201,3296,6555,204,646,1970,2504,1143,2356,3499,2110,689,354,1214,1721,9174
29,1989-90,PHI,1989-90PHI,82,53,29,0.659,19805,3437,7028,3248,6485,189,543,1976,2509,1111,2406,3517,1932,687,365,1209,1697,9039
28,1990-91,PHI,1990-91PHI,82,44,38,0.549,20080,3289,6925,3094,6307,195,618,1868,2366,984,2496,3480,1824,678,479,1230,1629,8641
27,1991-92,PHI,1991-92PHI,82,35,47,0.451,19755,3187,6761,2960,6081,227,680,1757,2267,1058,2309,3367,1755,692,482,1238,1582,8358
26,1992-93,PHI,1992-93PHI,82,26,56,0.341,19930,3225,7075,2895,6134,330,941,1776,2259,1031,2431,3462,2038,672,566,1362,1604,8556
25,1993-94,PHI,1993-94PHI,82,25,57,0.333,19805,3103,6819,2785,5877,318,942,1509,2112,1012,2394,3406,1827,663,525,1368,1488,8033
24,1994-95,PHI,1994-95PHI,82,24,58,0.317,19805,2949,6577,2594,5641,355,936,1567,2125,1105,2230,3335,1566,643,576,1355,1835,7820
23,1995-96,PHI,1995-96PHI,82,18,64,0.256,19730,2796,6418,2304,4980,492,1438,1662,2263,1031,2161,3192,1629,643,420,1414,1777,7746
22,1996-97,PHI,1996-97PHI,82,22,60,0.303,19780,3003,6850,2570,5494,433,1356,1776,2450,1267,2355,3622,1695,683,394,1437,1733,8215
21,1997-98,PHI,1997-98PHI,82,31,51,0.402,19755,2837,6409,2594,5599,243,810,1734,2352,1125,2294,3419,1729,729,490,1354,1878,7651
20,1998-99,PHI,1998-99PHI,50,28,22,0.366,12150,1656,3883,1558,3512,98,371,1073,1486,729,1428,2157,934,542,271,822,1152,4483
19,1999-00,PHI,1999-00PHI,82,49,33,0.61,19830,2993,6776,2785,6133,208,643,1577,2226,1147,2468,3615,1817,791,386,1284,1939,7771
18,2000-01,PHI,2000-01PHI,82,56,26,0.683,19855,2902,6487,2640,5684,262,803,1697,2277,1075,2600,3675,1692,690,408,1292,1673,7763
17,2001-02,PHI,2001-02PHI,82,43,39,0.537,19730,2804,6436,2590,5721,214,715,1639,2104,1092,2534,3626,1638,705,363,1256,1645,7461
16,2002-03,PHI,2002-03PHI,82,48,34,0.598,19855,2975,6640,2730,5853,245,787,1746,2253,1042,2415,3457,1771,844,284,1212,1804,7941
15,2003-04,PHI,2003-04PHI,82,33,49,0.427,19855,2682,6260,2343,5268,339,992,1512,2009,941,2408,3349,1640,654,358,1307,1701,7215
14,2004-05,PHI,2004-05PHI,82,43,39,0.54,19855,2946,6736,2441,5283,505,1453,1731,2194,909,2536,3445,1710,756,321,1274,1878,8128
13,2005-06,PHI,2005-06PHI,82,38,44,0.488,19905,3001,6546,2626,5515,375,1031,1770,2330,873,2425,3298,1653,651,404,1159,1712,8147
12,2006-07,PHI,2006-07PHI,82,35,47,0.451,19880,2932,6408,2648,5585,284,823,1637,2135,899,2353,3252,1669,590,390,1258,1671,7785
11,2007-08,PHI,2007-08PHI,82,40,42,0.5,19755,3056,6648,2754,5696,302,952,1509,2137,1067,2370,3437,1673,712,400,1172,1620,7923
10,2008-09,PHI,2008-09PHI,82,41,41,0.512,19755,2997,6532,2656,5460,341,1072,1652,2216,1039,2336,3375,1647,658,415,1157,1650,7987
9,2009-10,PHI,2009-10PHI,82,27,55,0.354,19805,3087,6706,2613,5325,474,1381,1366,1808,941,2421,3362,1723,667,439,1192,1677,8014
8,2010-11,PHI,2010-11PHI,82,41,41,0.512,19930,3125,6776,2682,5528,443,1248,1426,1851,850,2578,3428,1861,621,355,1063,1592,8119
7,2011-12,PHI,2011-12PHI,66,35,31,0.451,15915,2471,5516,2122,4553,349,963,889,1198,704,2144,2848,1453,526,340,738,1157,6180
6,2012-13,PHI,2012-13PHI,82,34,48,0.439,19755,3059,6895,2541,5457,518,1438,1004,1377,896,2493,3389,1867,609,384,1070,1505,7640
5,2013-14,PHI,2013-14PHI,82,19,63,0.268,19855,3108,7150,2531,5303,577,1847,1362,1918,949,2556,3505,1791,765,330,1384,1844,8155
4,2014-15,PHI,2014-15PHI,82,18,64,0.256,19805,2765,6777,2073,4617,692,2160,1320,1953,978,2536,3514,1683,789,487,1453,1778,7542
3,2015-16,PHI,2015-16PHI,82,10,72,0.207,19805,2970,6887,2206,4632,764,2255,1284,1850,777,2605,3382,1765,680,495,1343,1780,7988
2,2016-17,PHI,2016-17PHI,82,28,54,0.366,19830,3088,6992,2257,4549,831,2443,1393,1806,807,2706,3513,1949,692,420,1366,1793,8400
1,2017-18,PHI,2017-18PHI,7,3,4,0.167,1680,275,607,195,397,80,210,99,143,71,247,318,169,63,26,126,179,729
39,1979-80,PHO,1979-80PHO,82,55,27,0.671,19755,3570,7235,3502,6955,68,280,1906,2466,1071,2458,3529,2283,908,344,1629,1853,9114
38,1980-81,PHO,1980-81PHO,82,57,25,0.695,19755,3587,7326,3552,7165,35,161,1810,2430,1234,2490,3724,2205,876,416,1733,1996,9019
37,1981-82,PHO,1981-82PHO,82,46,36,0.573,19830,3508,7140,3454,6966,54,174,1635,2157,1123,2517,3640,2223,753,429,1528,2029,8705
36,1982-83,PHO,1982-83PHO,82,53,29,0.646,19730,3555,7158,3515,7000,40,158,1626,2189,1094,2518,3612,2300,749,495,1545,2062,8776
35,1983-84,PHO,1983-84PHO,82,41,41,0.5,19780,3677,7220,3603,6929,74,291,1673,2204,1066,2298,3364,2214,693,388,1451,2147,9101
34,1984-85,PHO,1984-85PHO,82,36,46,0.451,19805,3507,7144,3420,6837,87,307,1757,2280,1026,2425,3451,2335,727,349,1583,2034,8858
33,1985-86,PHO,1985-86PHO,82,32,50,0.415,19805,3518,6993,3480,6810,38,183,1949,2683,1034,2449,3483,2272,773,379,1763,2260,9023
32,1986-87,PHO,1986-87PHO,82,36,46,0.451,19855,3575,7190,3514,6938,61,252,1900,2499,1113,2366,3479,2354,703,397,1498,2047,9111
31,1987-88,PHO,1987-88PHO,82,28,54,0.366,19730,3551,7302,3433,6945,118,357,1681,2200,1113,2379,3492,2332,675,353,1413,2045,8901
30,1988-89,PHO,1988-89PHO,82,55,27,0.671,19755,3754,7545,3586,7064,168,481,2051,2594,1095,2619,3714,2280,693,416,1279,1933,9727
29,1989-90,PHO,1989-90PHO,82,54,28,0.66,19855,3544,7139,3368,6596,176,543,2159,2716,1053,2651,3704,2109,668,501,1275,1825,9423
28,1990-91,PHO,1990-91PHO,82,55,27,0.671,19730,3573,7199,3435,6767,138,432,2064,2680,1132,2598,3730,2209,687,535,1302,1850,9348
27,1991-92,PHO,1991-92PHO,82,53,29,0.659,19805,3553,7219,3326,6623,227,596,1861,2397,1088,2558,3646,2202,673,582,1242,1852,9194
26,1992-93,PHO,1992-93PHO,82,62,20,0.756,19730,3494,7093,3096,5998,398,1095,1912,2539,1141,2510,3651,2087,752,455,1359,1739,9298
25,1993-94,PHO,1993-94PHO,82,56,26,0.683,19705,3429,7080,3085,6038,344,1042,1674,2301,1220,2453,3673,2261,745,460,1305,1639,8876
24,1994-95,PHO,1994-95PHO,82,59,23,0.732,19830,3356,6967,2772,5383,584,1584,1777,2352,1027,2403,3430,2198,687,312,1167,1839,9073
23,1995-96,PHO,1995-96PHO,82,41,41,0.512,19955,3159,6673,2832,5689,327,984,1907,2472,1009,2501,3510,2001,623,331,1207,1776,8552
22,1996-97,PHO,1996-97PHO,82,40,42,0.5,19855,3143,6705,2616,5277,527,1428,1618,2125,916,2376,3292,2067,664,322,1180,1727,8431
21,1997-98,PHO,1997-98PHO,82,56,26,0.683,19955,3138,6710,2707,5499,431,1211,1459,1948,991,2452,3443,2124,756,429,1236,1765,8166
20,1998-99,PHO,1998-99PHO,50,27,23,0.354,12050,1797,4004,1536,3302,261,702,924,1215,598,1418,2016,1249,444,200,681,1022,4779
19,1999-00,PHO,1999-00PHO,82,53,29,0.659,19805,3093,6771,2635,5525,458,1246,1467,1934,1022,2558,3580,2098,744,433,1368,1973,8111
18,2000-01,PHO,2000-01PHO,82,51,31,0.634,19805,2944,6757,2612,5703,332,1054,1490,1973,970,2529,3499,1905,775,429,1250,1864,7710
17,2001-02,PHO,2001-02PHO,82,36,46,0.463,19830,3097,6934,2739,5838,358,1096,1250,1630,1072,2430,3502,1838,668,401,1205,1785,7802
16,2002-03,PHO,2002-03PHO,82,44,38,0.549,19805,3005,6776,2611,5627,394,1149,1430,1928,1049,2440,3489,1719,665,404,1208,1801,7834
15,2003-04,PHO,2003-04PHO,82,29,53,0.378,19730,2958,6671,2543,5469,415,1202,1392,1865,924,2406,3330,1586,734,383,1249,1862,7723
14,2004-05,PHO,2004-05PHO,82,62,20,0.758,19780,3351,7018,2555,4992,796,2026,1556,2080,967,2652,3619,1927,572,453,1125,1563,9054
13,2005-06,PHO,2005-06PHO,82,54,28,0.671,19955,3430,7167,2593,5070,837,2097,1189,1475,778,2650,3428,2179,549,412,1088,1683,8886
12,2006-07,PHO,2006-07PHO,82,61,21,0.756,19905,3388,6855,2603,4890,785,1965,1476,1827,737,2583,3320,2122,553,394,1189,1659,9037
11,2007-08,PHO,2007-08PHO,82,55,27,0.683,19780,3392,6782,2698,5018,694,1764,1548,1977,720,2683,3403,2188,532,518,1184,1633,9026
10,2008-09,PHO,2008-09PHO,82,46,36,0.573,19755,3373,6695,2820,5250,553,1445,1675,2251,900,2520,3420,1905,589,420,1288,1691,8974
9,2009-10,PHO,2009-10PHO,82,54,28,0.671,19730,3339,6788,2609,5018,730,1770,1631,2117,910,2616,3526,1912,479,418,1210,1713,9039
8,2010-11,PHO,2010-11PHO,82,40,42,0.5,20005,3219,6844,2518,4987,701,1857,1472,1939,821,2478,3299,1945,545,357,1169,1666,8611
7,2011-12,PHO,2011-12PHO,66,33,33,0.427,15840,2495,5445,2051,4150,444,1295,1058,1397,717,2035,2752,1486,431,366,928,1233,6492
6,2012-13,PHO,2012-13PHO,82,25,57,0.341,19805,3061,6917,2581,5462,480,1455,1203,1618,959,2454,3413,1855,659,434,1278,1688,7805
5,2013-14,PHO,2013-14PHO,82,48,34,0.605,19755,3172,6845,2407,4790,765,2055,1520,2004,928,2601,3529,1563,688,374,1258,1798,8629
4,2014-15,PHO,2014-15PHO,82,39,43,0.5,19880,3178,7038,2480,4990,698,2048,1343,1767,896,2643,3539,1659,700,385,1238,1744,8397
3,2015-16,PHO,2015-16PHO,82,23,59,0.317,19705,3051,7018,2313,4900,738,2118,1431,1905,943,2733,3676,1701,632,313,1410,1858,8271
2,2016-17,PHO,2016-17PHO,82,24,58,0.329,19830,3270,7260,2655,5406,615,1854,1676,2159,976,2712,3688,1604,673,399,1265,2030,8831
1,2017-18,PHO,2017-18PHO,6,2,4,0.143,1440,221,512,169,357,52,155,121,160,58,207,265,105,51,37,110,146,615
39,1979-80,POR,1979-80POR,82,38,44,0.488,19780,3408,7167,3382,7035,26,132,1560,2100,1295,2408,3703,1898,708,472,1552,1956,8402
38,1980-81,POR,1980-81POR,82,45,37,0.561,19855,3741,7535,3716,7387,25,148,1573,2191,1243,2388,3631,2244,769,480,1518,2034,9080
37,1981-82,POR,1981-82POR,82,42,40,0.524,19780,3629,7187,3600,7047,29,140,1719,2387,1142,2355,3497,2054,706,367,1390,2012,9006
36,1982-83,POR,1982-83POR,82,46,36,0.573,19755,3459,7124,3424,6974,35,150,1855,2512,1180,2380,3560,2030,749,384,1495,1960,8808
35,1983-84,POR,1983-84POR,82,48,34,0.598,19805,3632,7189,3607,7060,25,129,1988,2637,1251,2194,3445,2082,814,397,1483,2134,9277
34,1984-85,POR,1984-85POR,82,42,40,0.524,19880,3708,7374,3657,7172,51,202,2002,2667,1202,2298,3500,2225,821,516,1481,1957,9469
33,1985-86,POR,1985-86POR,82,40,42,0.5,19855,3610,7281,3536,7006,74,275,2142,2799,1153,2316,3469,2180,859,356,1529,2205,9436
32,1986-87,POR,1986-87POR,82,49,33,0.61,19805,3650,7249,3552,6910,98,339,2269,2928,1180,2413,3593,2359,767,387,1546,2082,9667
31,1987-88,POR,1987-88POR,82,53,29,0.659,19730,3661,7460,3544,7080,117,380,2079,2701,1251,2491,3742,2307,726,347,1351,2091,9518
30,1988-89,POR,1988-89POR,82,39,43,0.5,19830,3695,7795,3479,7150,216,645,1789,2416,1384,2381,3765,2212,828,388,1435,2026,9395
29,1989-90,POR,1989-90POR,82,59,23,0.72,19880,3572,7547,3382,6982,190,565,2031,2734,1355,2552,3907,2085,749,364,1356,2048,9365
28,1990-91,POR,1990-91POR,82,63,19,0.768,19905,3577,7369,3236,6465,341,904,1912,2538,1202,2561,3763,2254,724,410,1309,1975,9407
27,1991-92,POR,1991-92POR,82,57,25,0.695,19880,3476,7352,3151,6408,325,944,1858,2463,1294,2549,3843,2065,753,410,1328,1983,9135
26,1992-93,POR,1992-93POR,82,51,31,0.634,19905,3361,7343,3086,6500,275,843,1901,2551,1226,2507,3733,1969,770,425,1215,1892,8898
25,1993-94,POR,1993-94POR,82,47,35,0.585,19755,3371,7427,3099,6657,272,770,1781,2396,1302,2460,3762,2070,744,409,1210,1827,8795
24,1994-95,POR,1994-95POR,82,44,38,0.549,19705,3217,7134,2755,5868,462,1266,1555,2230,1352,2443,3795,1846,668,467,1212,2024,8451
23,1995-96,POR,1995-96POR,82,44,38,0.549,19905,3064,6688,2584,5330,480,1358,1537,2321,1160,2577,3737,1760,594,417,1377,1859,8145
22,1996-97,POR,1996-97POR,82,49,33,0.61,19855,3000,6465,2499,5064,501,1401,1613,2261,1058,2494,3552,1710,640,435,1357,1928,8114
21,1997-98,POR,1997-98POR,82,46,36,0.573,19830,2885,6397,2561,5350,324,1047,1640,2226,1086,2522,3608,1766,585,464,1383,1859,7734
20,1998-99,POR,1998-99POR,50,35,15,0.451,12175,1747,3956,1501,3281,246,675,1002,1349,646,1570,2216,1073,411,290,771,1126,4742
19,1999-00,POR,1999-00POR,82,59,23,0.72,19780,3021,6430,2614,5302,407,1128,1542,2029,966,2560,3526,1925,633,396,1243,1865,7991
18,2000-01,POR,2000-01POR,82,50,32,0.62,19780,3004,6417,2635,5360,369,1057,1447,1899,960,2481,3441,1963,672,419,1257,1745,7824
17,2001-02,POR,2001-02POR,82,49,33,0.61,19830,3004,6671,2538,5353,466,1318,1451,1901,1085,2444,3529,1926,702,368,1172,1613,7925
16,2002-03,POR,2002-03POR,82,50,32,0.622,19855,2987,6491,2608,5341,379,1150,1450,1947,992,2378,3370,1860,725,316,1248,1634,7803
15,2003-04,POR,2003-04POR,82,41,41,0.512,19980,2898,6467,2517,5365,381,1102,1263,1728,1040,2376,3416,1768,613,443,1213,1554,7440
14,2004-05,POR,2004-05POR,82,27,55,0.354,19730,2896,6422,2476,5261,420,1161,1409,1944,970,2404,3374,1722,583,544,1308,1703,7621
13,2005-06,POR,2005-06POR,82,21,61,0.293,19730,2791,6267,2427,5225,364,1042,1339,1944,886,2203,3089,1490,529,435,1205,1828,7285
12,2006-07,POR,2006-07POR,82,32,50,0.415,19955,2874,6392,2448,5160,426,1232,1543,2006,923,2299,3222,1513,555,380,1236,1931,7717
11,2007-08,POR,2007-08POR,82,41,41,0.512,19905,2935,6546,2397,5120,538,1426,1412,1841,901,2438,3339,1733,455,360,1056,1642,7820
10,2008-09,POR,2008-09POR,82,54,28,0.671,19830,3018,6494,2422,4939,596,1555,1521,1988,1060,2360,3420,1667,550,402,1055,1671,8153
9,2009-10,POR,2009-10POR,82,50,32,0.622,19855,2974,6453,2483,5065,491,1388,1606,2033,913,2383,3296,1674,523,350,1012,1715,8045
8,2010-11,POR,2010-11POR,82,48,34,0.598,19805,2951,6599,2433,5096,518,1503,1476,1835,996,2230,3226,1736,660,358,1070,1585,7896
7,2011-12,POR,2011-12POR,66,28,38,0.366,15965,2402,5417,1924,4035,478,1382,1133,1423,735,1949,2684,1349,528,322,935,1251,6415
6,2012-13,POR,2012-13POR,82,33,49,0.429,19855,3009,6715,2336,4811,673,1904,1304,1680,874,2474,3348,1784,538,353,1203,1518,7995
5,2013-14,POR,2013-14POR,82,54,28,0.671,19855,3207,7134,2437,5063,770,2071,1569,1926,1022,2786,3808,1904,454,387,1125,1576,8753
4,2014-15,POR,2014-15POR,82,51,31,0.634,19855,3175,7049,2368,4818,807,2231,1272,1589,879,2881,3760,1799,525,372,1117,1494,8429
3,2015-16,POR,2015-16POR,82,44,38,0.561,19805,3167,7040,2303,4704,864,2336,1424,1889,948,2782,3730,1748,562,380,1200,1782,8622
2,2016-17,POR,2016-17POR,82,41,41,0.512,19930,3243,7059,2391,4787,852,2272,1513,1940,830,2750,3580,1733,574,408,1126,1736,8851
1,2017-18,POR,2017-18POR,7,4,3,0.183,1680,263,613,186,431,77,182,150,182,91,257,348,135,48,44,100,157,753
33,1985-86,SAC,1985-86SAC,82,37,45,0.463,19780,3538,7220,3508,7086,30,134,1818,2338,1135,2377,3512,2304,602,388,1533,2134,8924
32,1986-87,SAC,1986-87SAC,82,29,53,0.378,19780,3522,7413,3445,7106,77,307,1974,2479,1282,2441,3723,2185,513,397,1403,2007,9095
31,1987-88,SAC,1987-88SAC,82,24,58,0.317,19780,3458,7337,3314,6887,144,450,1795,2324,1232,2461,3693,2116,582,493,1457,1895,8855
30,1988-89,SAC,1988-89SAC,82,27,55,0.354,19780,3362,7351,3055,6527,307,824,1620,2104,1141,2454,3595,1970,624,409,1370,1877,8651
29,1989-90,SAC,1989-90SAC,82,23,59,0.305,19755,3305,7056,3089,6407,216,649,1515,1964,952,2363,3315,2052,546,392,1239,1863,8341
28,1990-91,SAC,1990-91SAC,82,25,57,0.329,19705,3086,6818,2870,6240,216,578,1540,2105,1027,2218,3245,1991,631,513,1272,2075,7928
27,1991-92,SAC,1991-92SAC,82,29,53,0.378,19830,3348,7189,3110,6514,238,675,1615,2162,1054,2354,3408,1957,727,618,1360,1763,8549
26,1992-93,SAC,1992-93SAC,82,25,57,0.329,19780,3360,7264,3098,6476,262,788,1865,2447,1137,2281,3418,2075,768,348,1364,2085,8847
25,1993-94,SAC,1993-94SAC,82,28,54,0.366,19755,3179,7027,2922,6298,257,729,1676,2292,1122,2349,3471,2029,669,355,1333,1979,8291
24,1994-95,SAC,1994-95SAC,82,39,43,0.5,19855,3025,6463,2666,5426,359,1037,1647,2317,1073,2325,3398,1824,650,457,1449,2040,8056
23,1995-96,SAC,1995-96SAC,82,39,43,0.5,19755,2971,6494,2509,5300,462,1194,1759,2407,1114,2345,3459,1829,643,436,1442,2131,8163
