Rk,Season,Tm,TMSeason,G,W,L,W/L%,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
39,1979-80,ATL,1979-80ATL`,82,50,32,0.61,19780,3261,7027,3248,6952,13,75,2038,2645,1369,2406,3775,1913,782,539,1495,2293,8573
38,1980-81,ATL,1980-81ATL,82,31,51,0.402,19930,3291,6866,3281,6784,10,82,2012,2590,1201,2224,3425,1846,749,469,1605,2276,8604
37,1981-82,ATL,1981-82ATL,82,42,40,0.52,19880,3210,6776,3182,6648,28,128,1833,2387,1135,2368,3503,1815,608,485,1343,2268,8281
36,1982-83,ATL,1982-83ATL,82,43,39,0.537,19780,3352,7146,3307,6958,45,188,1586,2111,1139,2433,3572,1945,573,665,1424,2022,8335
35,1983-84,ATL,1983-84ATL,82,40,42,0.5,19855,3230,6809,3207,6703,23,106,1838,2414,1112,2232,3344,1827,626,558,1329,2091,8321
34,1984-85,ATL,1984-85ATL,82,34,48,0.439,19855,3444,7119,3371,6884,73,235,1782,2371,1161,2345,3506,2009,665,541,1475,2047,8743
33,1985-86,ATL,1985-86ATL,82,50,32,0.61,19805,3447,7029,3414,6863,33,166,1979,2704,1249,2405,3654,2025,736,434,1483,2170,8906
32,1986-87,ATL,1986-87ATL,82,57,25,0.695,19730,3435,7141,3300,6716,135,425,2019,2661,1350,2478,3828,2077,700,511,1279,2152,9024
31,1987-88,ATL,1987-88ATL,82,50,32,0.61,19780,3443,7102,3358,6820,85,282,1873,2441,1228,2379,3607,2062,635,537,1225,2050,8844
30,1988-89,ATL,1988-89ATL,82,52,30,0.646,19805,3412,7230,3302,6833,110,397,2168,2709,1372,2316,3688,1990,817,474,1310,1880,9102
29,1989-90,ATL,1989-90ATL,82,41,41,0.512,19730,3417,7019,3293,6608,124,411,1943,2544,1273,2187,3460,1820,717,353,1270,1871,8901
28,1990-91,ATL,1990-91ATL,82,43,39,0.537,19755,3349,7223,3078,6387,271,836,2034,2544,1235,2420,3655,1864,729,374,1231,1768,9003
27,1991-92,ATL,1991-92ATL,82,38,44,0.488,19905,3492,7476,3282,6805,210,671,1517,2074,1288,2498,3786,2123,793,320,1255,1771,8711
26,1992-93,ATL,1992-93ATL,82,43,39,0.537,19830,3392,7272,3010,6196,382,1076,1648,2221,1290,2344,3634,2084,806,278,1339,1807,8814
25,1993-94,ATL,1993-94ATL,82,57,25,0.695,19755,3247,7039,2979,6209,268,830,1556,2070,1250,2423,3673,2056,915,449,1252,1625,8318
24,1994-95,ATL,1994-95ATL,82,42,40,0.537,19855,2986,6680,2447,5100,539,1580,1410,1948,1104,2272,3376,1757,738,412,1221,1804,7921
23,1995-96,ATL,1995-96ATL,82,46,36,0.573,19730,2985,6665,2419,5070,566,1595,1523,2012,1182,2148,3330,1609,771,319,1228,1714,8059
22,1996-97,ATL,1996-97ATL,82,56,26,0.695,19805,2812,6307,2153,4473,659,1834,1491,1955,1021,2350,3371,1557,701,427,1228,1591,7774
21,1997-98,ATL,1997-98ATL,82,50,32,0.62,19880,2887,6352,2550,5336,337,1016,1749,2314,1106,2417,3523,1569,653,491,1214,1671,7860
20,1998-99,ATL,1998-99ATL,50,31,19,0.402,12075,1539,3760,1342,3116,197,644,1040,1422,676,1499,2175,782,346,260,745,987,4315
19,1999-00,ATL,1999-00ATL,82,28,54,0.366,19830,3000,6807,2742,5993,258,814,1477,1987,1146,2570,3716,1548,500,461,1266,1718,7735
18,2000-01,ATL,2000-01ATL,82,25,57,0.329,19730,2876,6668,2543,5735,333,933,1374,1811,1028,2490,3518,1559,634,387,1368,1863,7459
17,2001-02,ATL,2001-02ATL,82,33,49,0.427,19780,2901,6610,2478,5416,423,1194,1486,1942,955,2445,3400,1656,667,350,1275,1702,7711
16,2002-03,ATL,2002-03ATL,82,35,47,0.451,19905,2859,6434,2457,5293,402,1141,1594,2011,937,2558,3495,1679,611,473,1367,1783,7714
15,2003-04,ATL,2003-04ATL,82,28,54,0.366,19905,2829,6529,2410,5280,419,1249,1534,1976,996,2507,3503,1648,627,408,1350,1826,7611
14,2004-05,ATL,2004-05ATL,82,13,69,0.207,19855,2942,6672,2638,5699,304,973,1417,1994,1100,2335,3435,1614,629,344,1319,2009,7605
13,2005-06,ATL,2005-06ATL,82,26,56,0.341,19880,2946,6496,2522,5342,424,1154,1656,2207,1069,2232,3301,1625,587,394,1284,2054,7972
12,2006-07,ATL,2006-07ATL,82,30,52,0.39,19880,2831,6372,2490,5334,341,1038,1677,2203,976,2312,3288,1573,609,446,1306,1970,7680
11,2007-08,ATL,2007-08ATL,82,37,45,0.476,19855,2975,6552,2591,5474,384,1078,1720,2227,1008,2454,3462,1804,600,448,1223,1673,8054
10,2008-09,ATL,2008-09ATL,82,47,35,0.598,19705,2956,6451,2359,4818,597,1633,1537,2085,870,2412,3282,1657,603,376,1048,1610,8046
9,2009-10,ATL,2009-10ATL,82,53,29,0.659,19855,3181,6801,2657,5346,524,1455,1452,1914,969,2451,3420,1789,592,413,980,1632,8338
8,2010-11,ATL,2010-11ATL,82,44,38,0.549,19730,2971,6429,2469,5002,502,1427,1346,1728,762,2460,3222,1802,497,341,1118,1554,7790
7,2011-12,ATL,2011-12ATL,66,40,26,0.5,16165,2429,5348,1937,4018,492,1330,1025,1385,652,2066,2718,1481,536,303,921,1178,6375
6,2012-13,ATL,2012-13ATL,82,44,38,0.549,19855,3084,6644,2378,4743,706,1901,1158,1619,758,2593,3351,2007,664,369,1219,1473,8032
5,2013-14,ATL,2013-14ATL,82,38,44,0.488,19830,3061,6688,2293,4572,768,2116,1392,1782,713,2565,3278,2041,680,326,1251,1577,8282
4,2014-15,ATL,2014-15ATL,82,60,22,0.744,19730,3121,6699,2303,4547,818,2152,1349,1735,715,2611,3326,2111,744,380,1167,1457,8409
3,2015-16,ATL,2015-16ATL,82,48,34,0.61,19830,3168,6923,2353,4597,815,2326,1282,1638,679,2772,3451,2100,747,486,1226,1570,8433
2,2016-17,ATL,2016-17ATL,82,43,39,0.545,19880,3123,6918,2394,4781,729,2137,1484,2039,842,2793,3635,1938,672,397,1294,1491,8459
1,2017-18,ATL,2017-18ATL,7,1,6,0.125,1680,257,606,189,424,68,182,115,134,63,228,291,146,63,24,101,154,697
39,1979-80,BOS,1979-80BOS,82,61,21,0.744,19880,3617,7387,3455,6965,162,422,1907,2449,1227,2457,3684,2198,809,308,1539,1974,9
38,1980-81,BOS,1980-81BOS,82,62,20,0.756,19780,3581,7099,3516,6858,65,241,1781,2369,1155,2424,3579,2202,683,594,1577,1990,9008
37,1981-82,BOS,1981-82BOS,82,63,19,0.768,19780,3657,7334,3608,7150,49,184,1817,2457,1253,2489,3742,2126,652,568,1452,2014,9180
36,1982-83,BOS,1982-83BOS,82,56,26,0.683,19830,3711,7547,3672,7361,39,186,1730,2348,1273,2532,3805,2216,789,521,1541,2062,9191
35,1983-84,BOS,1983-84BOS,82,62,20,0.756,19955,3616,7235,3561,7006,55,229,1907,2407,1159,2538,3697,2122,673,430,1420,1949,9194
34,1984-85,BOS,1984-85BOS,82,63,19,0.768,19705,3721,7325,3611,7016,110,309,1860,2307,1116,2630,3746,2287,645,414,1332,1781,9412
33,1985-86,BOS,1985-86BOS,82,67,15,0.817,19855,3718,7312,3580,6919,138,393,1785,2248,1054,2753,3807,2387,641,511,1360,1756,9359
32,1986-87,BOS,1986-87BOS,82,59,23,0.72,19805,3645,7051,3438,6486,207,565,1740,2153,933,2585,3518,2421,561,526,1300,1710,9237
31,1987-88,BOS,1987-88BOS,82,57,25,0.695,19780,3599,6905,3328,6200,271,705,1846,2300,930,2440,3370,2448,620,415,1304,1804,9315
30,1988-89,BOS,1988-89BOS,82,42,40,0.524,19780,3520,7143,3442,6834,78,309,1840,2349,1179,2442,3621,2189,639,418,1336,1876,8958
29,1989-90,BOS,1989-90BOS,82,52,30,0.646,19705,3563,7148,3457,6744,106,404,1791,2153,1066,2707,3773,2423,539,455,1256,1717,9023
28,1990-91,BOS,1990-91BOS,82,56,26,0.683,19805,3695,7214,3586,6868,109,346,1646,1997,1088,2697,3785,2160,672,565,1320,1695,9145
27,1991-92,BOS,1991-92BOS,82,51,31,0.634,19780,3543,7196,3433,6837,110,359,1549,1917,1095,2583,3678,2072,636,484,1165,1686,8745
26,1992-93,BOS,1992-93BOS,82,48,34,0.598,19780,3453,7093,3343,6710,110,383,1486,1912,1076,2436,3512,1999,647,458,1174,1862,8502
25,1993-94,BOS,1993-94BOS,82,32,50,0.415,19905,3333,7057,3195,6580,138,477,1463,2003,1037,2380,3417,1928,674,440,1242,1849,8267
24,1994-95,BOS,1994-95BOS,82,35,47,0.451,19805,3179,6847,2817,5863,362,984,1708,2268,1156,2320,3476,1783,612,361,1305,1975,8428
23,1995-96,BOS,1995-96BOS,82,33,49,0.427,19905,3163,6942,2624,5489,539,1453,1630,2284,1050,2427,3477,1792,653,406,1302,2041,8495
22,1996-97,BOS,1996-97BOS,82,15,67,0.232,19905,3066,6967,2599,5636,467,1331,1649,2199,1095,2188,3283,1792,810,315,1342,1915,8248
21,1997-98,BOS,1997-98BOS,82,36,46,0.463,19730,3012,6934,2597,5685,415,1249,1425,1964,1196,2044,3240,1816,987,366,1330,2203,7864
20,1998-99,BOS,1998-99BOS,50,19,31,0.256,12150,1816,4164,1543,3406,273,758,745,1077,680,1458,2138,1073,453,255,807,1193,4650
19,1999-00,BOS,1999-00BOS,82,35,47,0.451,19730,3054,6880,2637,5620,417,1260,1621,2175,1108,2420,3528,1741,795,286,1259,2223,8146
18,2000-01,BOS,2000-01BOS,82,36,46,0.463,19830,2773,6485,2181,4852,592,1633,1621,2190,897,2367,3264,1708,769,336,1285,1952,7759
17,2001-02,BOS,2001-02BOS,82,49,33,0.61,19830,2852,6731,2153,4785,699,1946,1498,1960,891,2570,3461,1722,793,292,1114,1776,7901
16,2002-03,BOS,2002-03BOS,82,44,38,0.561,19830,2700,6509,1981,4354,719,2155,1480,1994,849,2471,3320,1575,720,303,1147,1758,7599
15,2003-04,BOS,2003-04BOS,82,36,46,0.463,19705,2843,6415,2290,4816,553,1599,1572,2095,851,2440,3291,1683,770,331,1332,1837,7811
14,2004-05,BOS,2004-05BOS,82,45,37,0.561,19880,3046,6511,2609,5259,437,1252,1775,2323,909,2438,3347,1810,667,423,1297,2000,8304
13,2005-06,BOS,2005-06BOS,82,33,49,0.427,19880,2951,6322,2484,5032,467,1290,1664,2204,813,2432,3245,1716,578,422,1359,2033,8033
12,2006-07,BOS,2006-07BOS,82,24,58,0.318,19855,2858,6454,2387,5171,471,1283,1670,2178,918,2391,3309,1630,589,382,1350,1971,7857
11,2007-08,BOS,2007-08BOS,82,66,16,0.805,19755,2986,6286,2390,4722,596,1564,1677,2176,830,2615,3445,1833,696,379,1246,1864,8245
10,2008-09,BOS,2008-09BOS,82,62,20,0.756,19880,3075,6333,2537,4978,538,1355,1587,2075,869,2586,3455,1862,621,387,1280,1897,8275
9,2009-10,BOS,2009-10BOS,82,50,32,0.622,19780,3039,6294,2540,4861,499,1433,1559,2090,716,2449,3165,1930,701,402,1219,1816,8136
8,2010-11,BOS,2010-11BOS,82,56,26,0.683,19780,3023,6219,2615,5100,408,1119,1459,1895,639,2542,3181,1921,676,344,1195,1678,7913
7,2011-12,BOS,2011-12BOS,66,39,27,0.5,15940,2341,5086,1978,4098,363,988,1017,1308,509,2051,2560,1557,498,362,979,1315,6062
6,2012-13,BOS,2012-13BOS,81,41,40,0.512,19840,3001,6459,2503,5069,498,1390,1318,1698,654,2533,3187,1843,667,365,1181,1717,7818
5,2013-14,BOS,2013-14BOS,82,25,57,0.341,19730,2996,6883,2421,5154,575,1729,1325,1706,980,2505,3485,1726,584,343,1261,1743,7892
4,2014-15,BOS,2014-15BOS,82,40,42,0.5,19880,3193,7211,2533,5190,660,2021,1266,1678,910,2685,3595,2009,674,294,1133,1738,8312
3,2015-16,BOS,2015-16BOS,82,48,34,0.606,19780,3216,7318,2499,5176,717,2142,1520,1929,950,2733,3683,1981,752,348,1127,1796,8669
2,2016-17,BOS,2016-17BOS,82,53,29,0.659,19755,3168,6978,2183,4236,985,2742,1536,1903,744,2698,3442,2069,617,340,1088,1686,8857
1,2017-18,BOS,2017-18BOS,7,5,2,0.195,1680,256,585,185,383,71,202,128,169,71,254,325,149,66,33,103,149,711
6,2012-13,BRK,2012-13BRK,82,49,33,0.61,19855,2942,6544,2314,4784,628,1760,1432,1958,1047,2460,3507,1668,599,391,1206,1500,7944
5,2013-14,BRK,2013-14BRK,82,44,38,0.56,19880,2931,6391,2222,4469,709,1922,1508,2002,721,2407,3128,1714,705,311,1191,1777,8079
4,2014-15,BRK,2014-15BRK,82,38,44,0.488,19930,3069,6804,2528,5171,541,1633,1359,1817,846,2627,3473,1716,576,340,1133,1579,8038
3,2015-16,BRK,2015-16BRK,82,21,61,0.293,19755,3136,6920,2605,5412,531,1508,1286,1699,863,2614,3477,1829,627,332,1212,1476,8089
2,2016-17,BRK,2016-17BRK,82,20,62,0.28,19755,3102,6987,2225,4396,877,2591,1592,2020,721,2879,3600,1756,593,387,1356,1726,8673
1,2017-18,BRK,2017-18BRK,7,3,4,0.18,1680,281,632,198,405,83,227,158,208,84,235,319,156,61,28,116,156,803
14,2004-05,CHA,2004-05CHA,82,18,64,0.256,19880,2961,6859,2641,5978,320,881,1487,2096,1083,2335,3418,1794,695,440,1192,1894,7729
13,2005-06,CHA,2005-06CHA,82,26,56,0.341,19905,2961,6843,2533,5582,428,1261,1593,2186,990,2270,3260,1717,822,354,1167,1960,7943
12,2006-07,CHA,2006-07CHA,82,33,49,0.427,20005,2960,6643,2503,5363,457,1280,1568,2136,920,2346,3266,1836,638,369,1224,1985,7945
11,2007-08,CHA,2007-08CHA,82,32,50,0.415,19880,2960,6554,2431,5111,529,1443,1510,2115,892,2440,3332,1748,614,402,1204,1777,7959
10,2008-09,CHA,2008-09CHA,82,35,47,0.451,19930,2866,6299,2376,4960,490,1339,1455,1965,886,2366,3252,1741,580,397,1279,1754,7677
9,2009-10,CHA,2009-10CHA,82,44,38,0.549,19880,2858,6306,2398,4975,460,1331,1637,2180,858,2490,3348,1658,632,446,1290,1597,7813
8,2010-11,CHA,2010-11CHA,82,34,48,0.439,19805,2873,6365,2480,5162,393,1203,1511,1999,848,2444,3292,1728,524,433,1192,1637,7650
7,2011-12,CHA,2011-12CHA,66,7,59,0.207,15890,2193,5293,1930,4401,263,892,1090,1462,677,1894,2571,1326,397,361,957,1249,5739
6,2012-13,CHA,2012-13CHA,82,21,61,0.293,19805,2823,6649,2354,5250,469,1399,1546,2060,917,2389,3306,1587,591,479,1153,1561,7661
5,2013-14,CHA,2013-14CHA,82,43,39,0.54,19905,2976,6730,2460,5259,516,1471,1474,2000,776,2724,3500,1778,499,421,1010,1493,7942
28,1988-89,CHH,1988-89CHH,82,20,62,0.268,19780,3426,7430,3292,7000,134,430,1580,2060,1138,2200,3338,2323,705,264,1318,2068,8566
27,1989-90,CHH,1989-90CHH,82,19,63,0.256,19755,3270,7183,3065,6572,205,611,1487,1967,962,2211,3173,2080,778,262,1226,1889,8232
26,1990-91,CHH,1990-91CHH,82,26,56,0.341,19805,3286,7033,3155,6616,131,417,1725,2214,1027,2200,3227,2019,759,304,1290,1946,8428
25,1991-92,CHH,1991-92CHH,82,31,51,0.402,19805,3613,7568,3496,7199,117,369,1637,2168,1164,2367,3531,2284,822,309,1273,1819,8980
24,1992-93,CHH,1992-93CHH,82,44,38,0.549,19755,3512,7210,3337,6673,175,537,1831,2374,1095,2508,3603,2161,639,473,1325,1790,9030
23,1993-94,CHH,1993-94CHH,82,41,41,0.512,19830,3382,7100,3046,6184,336,916,1632,2135,1019,2475,3494,2214,724,394,1266,1747,8732
22,1994-95,CHH,1994-95CHH,82,50,32,0.622,19805,3051,6438,2491,5029,560,1409,1587,2042,832,2395,3227,2072,620,399,1224,1685,8249
21,1995-96,CHH,1995-96CHH,82,41,41,0.512,19880,3108,6618,2524,5098,584,1520,1631,2119,987,2256,3243,1907,582,277,1241,1815,8431
20,1996-97,CHH,1996-97CHH,82,54,28,0.671,19805,2988,6342,2397,4960,591,1382,1541,1984,910,2298,3208,2021,597,349,1203,1702,8108
19,1997-98,CHH,1997-98CHH,82,51,31,0.634,19780,2968,6344,2622,5440,346,904,1641,2186,985,2341,3326,1941,691,312,1247,1757,7923
18,1998-99,CHH,1998-99CHH,50,26,24,0.341,12150,1671,3718,1403,2983,268,735,1034,1384,480,1493,1973,1110,443,247,796,1101,4644
17,1999-00,CHH,1999-00CHH,82,49,33,0.61,19780,2935,6533,2596,5532,339,1001,1863,2458,884,2635,3519,2023,732,480,1206,1670,8072
16,2000-01,CHH,2000-01CHH,82,46,36,0.573,19880,2800,6501,2460,5517,340,984,1599,2146,1033,2608,3641,1900,665,455,1183,1753,7539
15,2001-02,CHH,2001-02CHH,82,44,38,0.549,19755,2893,6580,2547,5586,346,994,1568,2105,1059,2505,3564,1759,653,456,1150,1747,7700
39,1979-80,CHI,1979-80CHI,82,30,52,0.39,19905,3362,6943,3292,6668,70,275,2019,2592,1115,2465,3580,2152,704,392,1684,2146,8813
38,1980-81,CHI,1980-81CHI,82,45,37,0.561,19780,3457,6903,3419,6724,38,179,1985,2563,1227,2475,3702,1925,729,514,1672,2058,8937
37,1981-82,CHI,1981-82CHI,82,34,48,0.439,19880,3369,6728,3315,6515,54,213,1951,2545,1125,2525,3650,2043,580,483,1636,2008,8743
36,1982-83,CHI,1982-83CHI,82,28,54,0.366,19905,3537,7373,3492,7164,45,209,1983,2690,1267,2527,3794,2086,666,400,1743,2192,9102
35,1983-84,CHI,1983-84CHI,82,27,55,0.354,19980,3305,6972,3285,6855,20,117,1871,2508,1141,2300,3441,2095,687,454,1578,2196,8501
34,1984-85,CHI,1984-85CHI,82,38,44,0.488,19805,3453,6909,3424,6748,29,161,1981,2526,1074,2366,3440,1992,622,468,1463,2071,8916
33,1985-86,CHI,1985-86CHI,82,30,52,0.39,19855,3476,7227,3388,6910,88,317,1922,2499,1280,2278,3558,2006,609,400,1436,2166,8962
32,1986-87,CHI,1986-87CHI,82,40,42,0.5,19830,3382,7155,3304,6856,78,299,1754,2254,1248,2400,3648,2143,677,438,1257,1922,8596
31,1987-88,CHI,1987-88CHI,82,50,32,0.61,19855,3434,7015,3378,6772,56,243,1685,2221,1170,2459,3629,2149,712,475,1263,1849,8609
30,1988-89,CHI,1988-89CHI,82,47,35,0.585,19780,3448,6968,3274,6438,174,530,1656,2106,1018,2453,3471,2213,722,376,1327,1855,8726
29,1989-90,CHI,1989-90CHI,82,55,27,0.671,19830,3531,7090,3281,6421,250,669,1665,2140,1075,2279,3354,2172,814,388,1247,1906,8977
28,1990-91,CHI,1990-91CHI,82,61,21,0.744,19755,3632,7125,3477,6701,155,424,1605,2111,1148,2342,3490,2212,822,438,1184,1751,9024
27,1991-92,CHI,1991-92CHI,82,67,15,0.817,19830,3643,7168,3505,6714,138,454,1587,2132,1173,2439,3612,2279,672,480,1088,1693,9011
26,1992-93,CHI,1992-93CHI,82,57,25,0.695,19830,3475,7205,3231,6536,244,669,1431,1952,1290,2283,3573,2133,783,410,1103,1804,8625
25,1993-94,CHI,1993-94CHI,82,55,27,0.671,19780,3245,6815,3012,6156,233,659,1310,1859,1143,2391,3534,2102,740,354,1306,1750,8033
24,1994-95,CHI,1994-95CHI,82,47,35,0.585,19830,3191,6710,2748,5523,443,1187,1500,2065,1106,2294,3400,1970,797,352,1297,1962,8325
23,1995-96,CHI,1995-96CHI,82,72,10,0.878,19730,3293,6892,2749,5543,544,1349,1495,2004,1247,2411,3658,2033,745,345,1175,1807,8625
22,1996-97,CHI,1996-97CHI,82,69,13,0.841,19730,3277,6923,2754,5520,523,1403,1381,1848,1235,2461,3696,2142,716,332,1109,1617,8458
21,1997-98,CHI,1997-98CHI,82,62,20,0.756,19855,3064,6801,2753,5839,311,962,1492,2009,1243,2438,3681,1952,696,353,1178,1691,7931
20,1998-99,CHI,1998-99CHI,50,13,37,0.207,12075,1539,3837,1362,3225,177,612,840,1185,573,1394,1967,1017,436,169,774,1112,4095
19,1999-00,CHI,1999-00CHI,82,17,65,0.244,19805,2565,6180,2225,5148,340,1032,1482,2089,1032,2323,3355,1645,646,383,1557,1908,6952
18,2000-01,CHI,2000-01CHI,82,15,67,0.22,19855,2721,6411,2392,5461,329,950,1410,1909,926,2260,3186,1810,675,379,1292,1902,7181
17,2001-02,CHI,2001-02CHI,82,21,61,0.28,19805,2811,6491,2511,5623,300,868,1413,1958,924,2359,3283,1817,633,361,1252,1834,7335
16,2002-03,CHI,2002-03CHI,82,30,52,0.39,19930,2991,6714,2642,5717,349,997,1455,2014,985,2541,3526,1782,605,461,1388,2028,7786
15,2003-04,CHI,2003-04CHI,82,23,59,0.305,19830,2798,6753,2369,5497,429,1256,1330,1834,1048,2519,3567,1793,659,396,1321,1911,7355
14,2004-05,CHI,2004-05CHI,82,47,35,0.585,19830,2849,6592,2338,5159,511,1433,1536,2048,1001,2591,3592,1743,576,369,1371,2028,7745
13,2005-06,CHI,2005-06CHI,82,41,41,0.512,19905,3004,6737,2444,5260,560,1477,1452,1967,906,2602,3508,1804,508,345,1224,2038,8020
12,2006-07,CHI,2006-07CHI,82,49,33,0.61,19780,3046,6663,2566,5426,480,1237,1528,2083,984,2597,3581,1832,639,445,1310,1908,8100
11,2007-08,CHI,2007-08CHI,82,33,49,0.427,19805,2987,6861,2513,5556,474,1305,1533,2029,1050,2478,3528,1811,635,429,1197,1784,7981
10,2008-09,CHI,2008-09CHI,82,41,41,0.512,19930,3126,6846,2633,5553,493,1293,1633,2052,970,2481,3451,1732,615,453,1192,1709,8378
9,2009-10,CHI,2009-10CHI,82,41,41,0.512,19905,3081,6825,2729,5759,352,1066,1479,1962,937,2715,3652,1704,531,478,1175,1648,7993
8,2010-11,CHI,2010-11CHI,82,62,20,0.756,19830,3042,6587,2531,5172,511,1415,1492,2008,967,2654,3621,1827,592,468,1161,1639,8087
7,2011-12,CHI,2011-12CHI,66,50,16,0.621,15940,2467,5462,2048,4345,419,1117,1006,1394,915,2165,3080,1527,456,388,923,1139,6359
6,2012-13,CHI,2012-13CHI,82,45,37,0.561,19830,2926,6698,2480,5433,446,1265,1343,1738,1026,2514,3540,1886,588,417,1171,1617,7641
5,2013-14,CHI,2013-14CHI,82,48,34,0.598,19930,2843,6577,2335,5118,508,1459,1486,1908,937,2683,3620,1860,594,424,1223,1565,7680
4,2014-15,CHI,2014-15CHI,82,50,32,0.625,19880,3001,6797,2356,4972,645,1825,1618,2067,959,2792,3751,1781,514,476,1145,1495,8265
3,2015-16,CHI,2015-16CHI,82,42,40,0.537,19905,3165,7170,2514,5417,651,1753,1354,1720,907,2889,3796,1870,495,470,1141,1545,8335
2,2016-17,CHI,2016-17CHI,82,41,41,0.512,19780,3169,7141,2546,5310,623,1831,1474,1848,999,2797,3796,1851,643,393,1112,1455,8435
1,2017-18,CHI,2017-18CHI,5,1,4,0.122,1200,163,423,111,261,52,162,71,90,56,179,235,104,27,19,87,89,449
4,2014-15,CHO,2014-15CHO,82,33,49,0.427,19905,2913,6932,2415,5366,498,1566,1397,1867,820,2793,3613,1654,499,448,976,1494,7721
3,2015-16,CHO,2015-16CHO,82,48,34,0.61,19855,3036,6922,2163,4512,873,2410,1534,1941,734,2869,3603,1778,595,438,1030,1487,8479
2,2016-17,CHO,2016-17CHO,82,36,46,0.463,19830,3093,7000,2269,4653,824,2347,1591,1953,721,2853,3574,1891,571,390,942,1360,8601
1,2017-18,CHO,2017-18CHO,7,4,3,0.183,1680,260,592,196,406,64,186,136,195,67,293,360,130,32,36,103,130,720
39,1979-80,CLE,1979-80CLE,82,37,45,0.476,19930,3811,8041,3775,7854,36,187,1702,2205,1307,2381,3688,2108,764,342,1370,1934,9360
38,1980-81,CLE,1980-81CLE,82,28,54,0.366,19780,3556,7609,3484,7360,72,249,1486,1909,1258,2243,3501,2007,632,322,1396,1995,8670
37,1981-82,CLE,1981-82CLE,82,15,67,0.22,19805,3405,7334,3380,7197,25,137,1628,2179,1190,2170,3360,1871,634,357,1319,2193,8463
36,1982-83,CLE,1982-83CLE,82,23,59,0.305,19755,3252,6995,3222,6875,30,120,1430,1983,1173,2414,3587,1738,617,290,1538,2236,7964
35,1983-84,CLE,1983-84CLE,82,28,54,0.354,19855,3362,7232,3319,7068,43,164,1619,2178,1213,2388,3601,1930,630,375,1332,2206,8386
34,1984-85,CLE,1984-85CLE,82,36,46,0.451,19780,3470,7364,3374,7029,96,335,1867,2491,1203,2445,3648,2096,622,472,1387,2173,8903
33,1985-86,CLE,1985-86CLE,82,29,53,0.378,19780,3478,7239,3346,6848,132,391,1748,2325,1086,2455,3541,2064,627,436,1411,2267,8836
32,1986-87,CLE,1986-87CLE,82,31,51,0.402,19755,3349,7122,3268,6784,81,338,1779,2554,1257,2420,3677,1912,672,559,1619,1853,8558
31,1987-88,CLE,1987-88CLE,82,42,40,0.524,19780,3313,6755,3186,6419,127,336,1813,2438,1015,2289,3304,2070,733,526,1439,1836,8566
30,1988-89,CLE,1988-89CLE,82,57,25,0.695,19755,3466,6904,3296,6430,170,474,1821,2438,1033,2475,3508,2260,791,586,1323,1592,8923
29,1989-90,CLE,1989-90CLE,82,42,40,0.524,19880,3214,6977,2868,6126,346,851,1637,2201,1128,2380,3508,2106,645,512,1243,1666,8411
28,1990-91,CLE,1990-91CLE,82,33,49,0.415,19830,3259,6857,3099,6378,160,479,1665,2176,1011,2329,3340,2240,643,450,1281,1672,8343
